Акт;Требование (статья);Битая ссылка;Класс;Регулятор
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 283. Порядок определения дохода по долгосрочному контракту при применении фактического метода";"https://10.61.41.253/client/#!/doc/117004/rus/8898";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 284. Порядок определения дохода по долгосрочному контракту при применении метода завершения";"https://10.61.41.253/client/#!/doc/117004/rus/8908";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 285. Особенности определения размера совокупного годового дохода и вычетов для целей корпоративного подоходного налога при передаче углеводородов в случае исполнения налогового обязательства в натуральной форме";"https://10.61.41.253/client/#!/doc/117004/rus/8922";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 286. Общие положения (Параграф 7. Корректировка доходов и вычетов)";"https://10.61.41.253/client/#!/doc/117004/rus/8933";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 287. Корректировка доходов и вычетов";"https://10.61.41.253/client/#!/doc/117004/rus/8936";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 288. Уменьшение налогооблагаемого дохода";"https://10.61.41.253/client/#!/doc/117004/rus/8972";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 292. Налогообложение организации, специализирующейся на улучшении качества кредитных портфелей банков второго уровня, единственным акционером которой является Правительство Республики Казахстан";"https://10.61.41.253/client/#!/doc/117004/rus/9202";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 293. Налогообложение прочих категорий налогоплательщиков";"https://10.61.41.253/client/#!/doc/117004/rus/9246";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 296. Освобождение от налогообложения";"https://10.61.41.253/client/#!/doc/117004/rus/9441";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 297. Налогообложение прибыли контролируемой иностранной компании";"https://10.61.41.253/client/#!/doc/117004/rus/9489";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 298. Заявление об участии (контроле) в контролируемой иностранной компании";"https://10.61.41.253/client/#!/doc/117004/rus/9737";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 300. Перенос убытков";"https://10.61.41.253/client/#!/doc/117004/rus/9822";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 301. Перенос убытков при реорганизации";"https://10.61.41.253/client/#!/doc/117004/rus/9870";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 302. Исчисление суммы корпоративного подоходного налога";"https://10.61.41.253/client/#!/doc/117004/rus/9878";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 303. Зачет иностранного налога";"https://10.61.41.253/client/#!/doc/117004/rus/9903";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 304. Особенности исчисления и уплаты корпоративного подоходного налога отдельными категориями налогоплательщиков";"https://10.61.41.253/client/#!/doc/117004/rus/9950";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 305. Исчисление суммы авансовых платежей";"https://10.61.41.253/client/#!/doc/117004/rus/9953";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 306. Сроки и порядок уплаты корпоративного подоходного налога";"https://10.61.41.253/client/#!/doc/117004/rus/10023";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 307. Доходы, облагаемые у источника выплаты";"https://10.61.41.253/client/#!/doc/117004/rus/10037";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 308. Порядок исчисления корпоративного подоходного налога, удерживаемого у источника выплаты";"https://10.61.41.253/client/#!/doc/117004/rus/10092";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 309. Порядок исчисления корпоративного подоходного налога, удерживаемого у источника выплаты";"https://10.61.41.253/client/#!/doc/117004/rus/10103";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 310. Порядок исполнения налогового обязательства налоговым агентом по доходам, выплачиваемым резиденту в виде дивидендов по акциям, являющимся базовым активом депозитарных расписок, а также возврата подоходного налога, удержанного у источника выплаты";"https://10.61.41.253/client/#!/doc/117004/rus/10106";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 311. Порядок перечисления корпоративного подоходного налога, удержанного у источника выплаты";"https://10.61.41.253/client/#!/doc/117004/rus/10143";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 312. Расчет по корпоративному подоходному налогу, удержанному у источника выплаты";"https://10.61.41.253/client/#!/doc/117004/rus/10150";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 313. Ставки налога";"https://10.61.41.253/client/#!/doc/117004/rus/10155";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 314. Налоговый период";"https://10.61.41.253/client/#!/doc/117004/rus/10197";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 315. Налоговая декларация";"https://10.61.41.253/client/#!/doc/117004/rus/10211";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 316. Плательщики";"https://10.61.41.253/client/#!/doc/117004/rus/10227";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 317. Особенности налогообложения доходов в отдельных случаях";"https://10.61.41.253/client/#!/doc/117004/rus/10236";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 320. Ставки налога";"https://10.61.41.253/client/#!/doc/117004/rus/10455";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 321. Доходы, включаемые в годовой доход физического лица";"https://10.61.41.253/client/#!/doc/117004/rus/10462";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 322. Доход работника";"https://10.61.41.253/client/#!/doc/117004/rus/10505";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 323. Доход работника в натуральной форме";"https://10.61.41.253/client/#!/doc/117004/rus/10538";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 324. Доход работника в виде материальной выгоды";"https://10.61.41.253/client/#!/doc/117004/rus/10551";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 325. Доход в виде безвозмездно полученного имущества, в том числе работ, услуг";"https://10.61.41.253/client/#!/doc/117004/rus/10564";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 327. Доход в виде дивидендов, вознаграждений, выигрышей";"https://10.61.41.253/client/#!/doc/117004/rus/10586";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 333. Доход от прироста стоимости при передаче физическим лицом имущества (кроме денег) в качестве вклада в уставный капитал";"https://10.61.41.253/client/#!/doc/117004/rus/10730";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 334. Доход от прироста стоимости при реализации прочих активов индивидуальным предпринимателем, применяющим специальный налоговый режим для субъектов малого бизнеса либо для крестьянских или фермерских хозяйств";"https://10.61.41.253/client/#!/doc/117004/rus/10784";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 337. Доход индивидуального предпринимателя";"https://10.61.41.253/client/#!/doc/117004/rus/10842";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 338. Другие доходы из источников за пределами Республики Казахстан";"https://10.61.41.253/client/#!/doc/117004/rus/10848";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 339. Общие положения по контролируемой иностранной компании";"https://10.61.41.253/client/#!/doc/117004/rus/10851";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 340. Налогообложение прибыли контролируемой иностранной компании";"https://10.61.41.253/client/#!/doc/117004/rus/10863";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 341. Корректировка дохода";"https://10.61.41.253/client/#!/doc/117004/rus/10935";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 342. Общие положения по налоговым вычетам";"https://10.61.41.253/client/#!/doc/117004/rus/11132";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 346. Стандартные вычеты";"https://10.61.41.253/client/#!/doc/117004/rus/11189";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 350. Стандартные вычеты";"https://10.61.41.253/client/#!/doc/117004/rus/11268";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 351. Исчисление, удержание и уплата индивидуального подоходного налога";"https://10.61.41.253/client/#!/doc/117004/rus/11299";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 351-1. Особенности исчисления, удержания и уплаты индивидуального подоходного налога с единовременной пенсионной выплаты в соответствии с законодательством Республики Казахстан о пенсионном обеспечении";"https://10.61.41.253/client/#!/doc/117004/rus/11312";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 352. Особенности исчисления, удержания и уплаты индивидуального подоходного налога государственными учреждениями";"https://10.61.41.253/client/#!/doc/117004/rus/11338";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 354. Налоговый и отчетный периоды";"https://10.61.41.253/client/#!/doc/117004/rus/11394";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 355. Декларация по индивидуальному подоходному налогу и социальному налогу";"https://10.61.41.253/client/#!/doc/117004/rus/11400";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 359. Зачет иностранного налога";"https://10.61.41.253/client/#!/doc/117004/rus/11458";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 360. Доход трудового иммигранта-резидента";"https://10.61.41.253/client/#!/doc/117004/rus/11479";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 361. Налоговый период";"https://10.61.41.253/client/#!/doc/117004/rus/11498";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 362. Сроки уплаты налога";"https://10.61.41.253/client/#!/doc/117004/rus/11510";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 363. Декларация по индивидуальному подоходному налогу";"https://10.61.41.253/client/#!/doc/117004/rus/11525";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 364. Сроки представления декларации";"https://10.61.41.253/client/#!/doc/117004/rus/11570";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 366. Доход индивидуального предпринимателя";"https://10.61.41.253/client/#!/doc/117004/rus/11593";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 369. Определение облагаемого оборота";"https://10.61.41.253/client/#!/doc/117004/rus/11642";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 370. Необлагаемый оборот";"https://10.61.41.253/client/#!/doc/117004/rus/11661";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 371. Определение облагаемого импорта";"https://10.61.41.253/client/#!/doc/117004/rus/11672";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 372. Оборот по реализации товаров, работ, услуг";"https://10.61.41.253/client/#!/doc/117004/rus/11677";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 379. Дата совершения оборота по реализации товаров, работ, услуг";"https://10.61.41.253/client/#!/doc/117004/rus/11919";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 380. Размер оборота по реализации товаров, работ, услуг";"https://10.61.41.253/client/#!/doc/117004/rus/12000";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 381. Особенности определения размера оборота по реализации в отдельных случаях";"https://10.61.41.253/client/#!/doc/117004/rus/12025";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 382. Размер оборота по приобретению работ, услуг от нерезидента";"https://10.61.41.253/client/#!/doc/117004/rus/12123";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 383. Корректировка размера оборота";"https://10.61.41.253/client/#!/doc/117004/rus/12129";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 384. Корректировка размера облагаемого оборота по сомнительным требованиям";"https://10.61.41.253/client/#!/doc/117004/rus/12157";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 385. Размер облагаемого импорта";"https://10.61.41.253/client/#!/doc/117004/rus/12173";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 386. Оборот по реализации товаров на экспорт";"https://10.61.41.253/client/#!/doc/117004/rus/12179";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 387. Налогообложение международных перевозок";"https://10.61.41.253/client/#!/doc/117004/rus/12216";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 388. Налогообложение реализации горюче-смазочных материалов, осуществляемой аэропортами при заправке воздушных судов иностранных авиакомпаний, выполняющих международные полеты, международные воздушные перевозки";"https://10.61.41.253/client/#!/doc/117004/rus/12267";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 389. Налогообложение товаров, реализуемых на территорию специальной экономической зоны";"https://10.61.41.253/client/#!/doc/117004/rus/12309";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 391. Особенности налогообложения товаров, реализуемых на территорию специальной экономической зоны, пределы которой полностью или частично совпадают с участками таможенной границы Евразийского экономического союза";"https://10.61.41.253/client/#!/doc/117004/rus/12336";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 392. Оборот по реализации аффинированного золота";"https://10.61.41.253/client/#!/doc/117004/rus/12358";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 393. Налогообложение в отдельных случаях";"https://10.61.41.253/client/#!/doc/117004/rus/12371";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 394. Обороты по реализации товаров, работ, услуг, освобожденные от налога на добавленную стоимость";"https://10.61.41.253/client/#!/doc/117004/rus/12422";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 395. Обороты, связанные с международными перевозками";"https://10.61.41.253/client/#!/doc/117004/rus/12565";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 398. Передача имущества в финансовый лизинг";"https://10.61.41.253/client/#!/doc/117004/rus/12674";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 399. Импорт, освобождаемый от налога на добавленную стоимость";"https://10.61.41.253/client/#!/doc/117004/rus/12684";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 400. Налог на добавленную стоимость, относимый в зачет";"https://10.61.41.253/client/#!/doc/117004/rus/12772";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 401. Дата отнесения в зачет налога на добавленную стоимость";"https://10.61.41.253/client/#!/doc/117004/rus/12810";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 402. Налог на добавленную стоимость, не относимый в зачет";"https://10.61.41.253/client/#!/doc/117004/rus/12840";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 403. Исключение из суммы налога на добавленную стоимость, относимого в зачет";"https://10.61.41.253/client/#!/doc/117004/rus/12878";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 404. Корректировка суммы налога на добавленную стоимость, относимого в зачет";"https://10.61.41.253/client/#!/doc/117004/rus/12891";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 405. Корректировка сумм налога на добавленную стоимость, относимого в зачет, по сомнительным обязательствам, при списании обязательств";"https://10.61.41.253/client/#!/doc/117004/rus/12935";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 406. Налог на добавленную стоимость, относимый в зачет, с учетом корректировки";"https://10.61.41.253/client/#!/doc/117004/rus/12950";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 407. Методы определения сумм налога на добавленную стоимость, разрешенного к отнесению в зачет";"https://10.61.41.253/client/#!/doc/117004/rus/12961";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 409. Порядок определения сумм налога на добавленную стоимость, разрешенного к отнесению в зачет, через ведение раздельного учета";"https://10.61.41.253/client/#!/doc/117004/rus/13013";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 410. Порядок определения сумм налога на добавленную стоимость, разрешенного к отнесению в зачет, плательщиками налога на добавленную стоимость, осуществляющими строительство жилого здания (части жилого здания) или деятельность по оказанию услуг казино, зала игровых автоматов, тотализатора и букмекерской конторы";"https://10.61.41.253/client/#!/doc/117004/rus/13033";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 411. Дополнительная сумма налога на добавленную стоимость, относимого в зачет";"https://10.61.41.253/client/#!/doc/117004/rus/13062";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 412. Общие положения (Глава 47. СЧЕТ-ФАКТУРА)";"https://10.61.41.253/client/#!/doc/117004/rus/13124";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 413. Сроки выписки счетов-фактур";"https://10.61.41.253/client/#!/doc/117004/rus/13269";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 414. Особенности выписки счетов-фактур при реализации печатных изданий и иной продукции средств массовой информации";"https://10.61.41.253/client/#!/doc/117004/rus/13291";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 415. Особенности выписки счетов-фактур экспедиторами";"https://10.61.41.253/client/#!/doc/117004/rus/13295";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 416. Особенности выписки счетов-фактур по договорам, условия которых соответствуют условиям договора комиссии";"https://10.61.41.253/client/#!/doc/117004/rus/13312";"internal_ip";"МФ РК"
"О налогах и других обязательных платежах в бюджет (Налоговый кодекс). Кодекс Республики Казахстан от 25 декабря 2017 года № 120-VI ЗРК.";"Статья 417. Особенности выписки счетов-фактур при реализации (приобретении) товаров, работ, услуг, осуществляемых в рамках договоров о совместной деятельности";"https://10.61.41.253/client/#!/doc/117004/rus/13345";"internal_ip";"МФ РК"
